split,task,model,partition,random_state,true_label,predicted_label,count
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,alcohol,alcohol,21
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,alcohol,acetone,1
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,acetone,alcohol,1
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,acetone,acetone,21
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,air,air,8
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,alcohol,alcohol,3
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,alcohol,acetone,7
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,air,air,73
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,alcohol,alcohol,86
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,acetone,alcohol,43
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,acetone,acetone,43
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,air,air,14
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,alcohol,alcohol,21
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,alcohol,acetone,1
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,acetone,alcohol,1
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,acetone,acetone,21
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,air,air,8
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,alcohol,alcohol,3
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,alcohol,acetone,7
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,air,air,73
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,alcohol,alcohol,86
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,acetone,alcohol,46
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,acetone,acetone,40
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,air,air,14
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,air,air,8
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,alcohol,alcohol,9
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,alcohol,acetone,1
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,air,air,67
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,air,alcohol,6
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,alcohol,alcohol,84
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,alcohol,acetone,2
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,acetone,alcohol,15
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,acetone,acetone,71
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,air,air,14
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,air,air,8
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,alcohol,alcohol,5
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,alcohol,acetone,4
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,air,air,67
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,air,alcohol,6
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,alcohol,air,2
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,alcohol,alcohol,84
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,acetone,air,13
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,acetone,alcohol,19
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,acetone,acetone,54
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,air,air,14
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,air,air,8
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,alcohol,alcohol,7
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,alcohol,acetone,2
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,air,air,68
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,air,alcohol,5
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,alcohol,alcohol,85
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,acetone,air,6
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,acetone,alcohol,27
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,acetone,acetone,53
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,air,air,14
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,air,air,7
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,air,alcohol,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,alcohol,alcohol,5
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,alcohol,acetone,4
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,air,air,67
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,air,alcohol,6
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,alcohol,air,4
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,alcohol,alcohol,82
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,acetone,air,11
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,acetone,alcohol,30
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,acetone,acetone,45
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,air,air,14
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,air,air,7
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,air,acetone,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,alcohol,alcohol,5
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,alcohol,acetone,4
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,acetone,alcohol,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,acetone,acetone,9
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,air,air,68
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,air,alcohol,5
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,alcohol,alcohol,85
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,acetone,air,13
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,acetone,alcohol,27
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,acetone,acetone,46
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,air,air,14
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,air,air,7
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,air,acetone,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,alcohol,alcohol,6
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,alcohol,acetone,3
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,acetone,acetone,10
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,air,air,66
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,air,alcohol,7
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,alcohol,alcohol,85
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,acetone,air,7
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,acetone,alcohol,26
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,acetone,acetone,53
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,air,air,18
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,alcohol,air,2
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,alcohol,alcohol,25
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,acetone,air,1
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,acetone,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,acetone,acetone,26
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,air,air,6
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,alcohol,air,1
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,alcohol,alcohol,9
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,acetone,air,2
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,acetone,alcohol,2
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,acetone,acetone,6
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,air,air,61
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,air,alcohol,8
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,alcohol,air,2
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,alcohol,alcohol,77
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,alcohol,acetone,2
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,acetone,air,1
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,acetone,alcohol,14
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,acetone,acetone,66
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,air,air,18
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,alcohol,alcohol,27
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,acetone,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,acetone,acetone,27
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,air,air,6
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,alcohol,alcohol,10
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,acetone,alcohol,1
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,acetone,acetone,9
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,air,air,66
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,air,alcohol,3
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,alcohol,air,1
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,alcohol,alcohol,80
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,acetone,alcohol,12
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,acetone,acetone,69
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,air,air,18
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,alcohol,alcohol,27
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,acetone,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,acetone,acetone,27
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,air,air,6
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,alcohol,alcohol,5
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,alcohol,acetone,5
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,acetone,alcohol,3
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,acetone,acetone,7
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,air,air,56
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,air,alcohol,11
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,air,acetone,2
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,alcohol,air,4
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,alcohol,alcohol,75
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,alcohol,acetone,2
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,acetone,air,1
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,acetone,alcohol,17
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,acetone,acetone,63
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,air,air,18
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,alcohol,alcohol,26
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,alcohol,acetone,1
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,acetone,alcohol,4
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,acetone,acetone,23
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,air,air,6
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,alcohol,alcohol,10
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,alcohol,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,acetone,alcohol,5
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,acetone,acetone,5
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,air,air,69
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,alcohol,alcohol,80
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,alcohol,acetone,1
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,acetone,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,acetone,alcohol,23
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,acetone,acetone,58
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,air,air,18
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,air,alcohol,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,air,acetone,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,alcohol,air,0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,alcohol,alcohol,26
