architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max,split_short
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9030303030303032,0.0099661163923994,0.8874458874458875,0.9134199134199136,0.9036679191268564,0.0099897631180836,0.8879942744677044,0.9141170155662908,0.9045126724221302,0.0102331280197171,0.888622574976572,0.9146101262889584,0.9036303630363036,0.005422995618863,0.8976897689768977,0.9108910891089108,0.5163003663003662,0.0239058350745133,0.4981684981684982,0.55,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,174.0,89.05054744357274,70.0,300.0,S5
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8829268292682928,0.027809156709735,0.8536585365853658,0.9219512195121952,0.8801699083389224,0.0269503634596245,0.8520008942544154,0.918324763395186,0.8835563380580757,0.026836432930768,0.8556446413135225,0.9207496469428416,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5192673992673993,0.0176045343193436,0.5,0.5481684981684982,0.0399999999999999,0.036514837167011,0.0,0.1,0.9985347985347984,0.0020063097344511,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9404878048780488,0.0063601974684903,0.9317073170731708,0.946341463414634,0.9389075191892092,0.0063381146936277,0.9306952828079588,0.9453759594604664,0.9399368625335006,0.0062882669215665,0.9317457305502844,0.9460638948475056,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,228.0,104.25929215182693,80.0,370.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7902439024390244,0.0179230956789012,0.7707317073170732,0.8146341463414634,0.7898949251061926,0.01706361400721,0.7715925180713912,0.8132498695878977,0.7917699191043808,0.0203945778208675,0.766492758976253,0.8201353925620345,0.9135313531353136,0.0094507069724596,0.900990099009901,0.924092409240924,0.5900366300366301,0.0432648649850916,0.5333333333333333,0.6315018315018315,0.1866666666666666,0.0869226987360353,0.0666666666666666,0.2666666666666666,0.9934065934065934,0.0054331124447587,0.9853479853479854,1.0,400.0,0.0,400.0,400.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9346341463414634,0.0167566478412854,0.9121951219512195,0.951219512195122,0.933869885982562,0.0169744509403938,0.9107236008644458,0.9512631343617258,0.9346762243258928,0.0163591274564563,0.9123986592605258,0.9508093722167787,0.92013201320132,0.011045016851935,0.9075907590759076,0.9372937293729372,0.6352380952380952,0.0701978599220065,0.5481684981684982,0.7426739926739927,0.28,0.1445298892578586,0.1,0.5,0.9904761904761904,0.0055552201055322,0.9853479853479854,0.9963369963369964,226.0,135.20355024924456,80.0,360.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8760975609756099,0.023797679839318,0.848780487804878,0.902439024390244,0.8726432670094642,0.023840612324446,0.8473060585736641,0.898353081451673,0.8761066148208307,0.0250312858591643,0.8490936545825054,0.9029536205671468,0.9003300330033003,0.0014759524603959,0.8976897689768977,0.900990099009901,0.4996336996336996,0.0008190725192306,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9502439024390243,0.018055371242265,0.9365853658536586,0.9804878048780488,0.94948952977122,0.0182486734993212,0.93539011848871,0.9800283180564872,0.9503049638613094,0.0182250619035959,0.9360683201702318,0.9807293310607496,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,286.0,122.5969004502153,120.0,390.0,S6
one-layer,S7_train_I_D1_3_val_D4_5,C-DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8829268292682928,0.027809156709735,0.8536585365853658,0.9219512195121952,0.8801699083389224,0.0269503634596245,0.8520008942544154,0.918324763395186,0.8835563380580757,0.026836432930768,0.8556446413135225,0.9207496469428416,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5192673992673993,0.0176045343193436,0.5,0.5481684981684982,0.0399999999999999,0.036514837167011,0.0,0.1,0.9985347985347984,0.0020063097344511,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,C-DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.05,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.993877551020408,0.0136902121071415,0.9693877551020408,1.0,0.9945945945945944,0.0120868539324313,0.9729729729729728,1.0,0.9936275430359938,0.0142492469552099,0.9681377151799688,1.0,0.9326829268292682,0.0053436347073674,0.926829268292683,0.9414634146341464,0.9310380803338548,0.0055999100375351,0.9248081079066997,0.9400849541694613,0.932274066041954,0.0056577958657447,0.926506644329852,0.9417074604778988,0.8976897689768977,0.0066006600660065,0.8877887788778878,0.9042904290429042,0.5011355311355311,0.0091980786329926,0.4926739926739927,0.5166666666666667,0.0066666666666666,0.0149071198499985,0.0,0.0333333333333333,0.9956043956043956,0.0065525801538455,0.9853479853479854,1.0,94.0,47.74934554525329,30.0,150.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7902439024390244,0.0179230956789012,0.7707317073170732,0.8146341463414634,0.7898949251061926,0.01706361400721,0.7715925180713912,0.8132498695878977,0.7917699191043808,0.0203945778208675,0.766492758976253,0.8201353925620345,0.9135313531353136,0.0094507069724596,0.900990099009901,0.924092409240924,0.5900366300366301,0.0432648649850916,0.5333333333333333,0.6315018315018315,0.1866666666666666,0.0869226987360353,0.0666666666666666,0.2666666666666666,0.9934065934065934,0.0054331124447587,0.9853479853479854,1.0,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",0.9857142857142858,0.0198914170302224,0.9591836734693876,1.0,0.9873873873873872,0.0175617916122684,0.963963963963964,1.0,0.9859257557809418,0.0196853343873555,0.9591391391391392,1.0,0.9278048780487804,0.0193284026889355,0.8975609756097561,0.951219512195122,0.9278932856397646,0.0185827397991025,0.899023772263209,0.9506669647514716,0.9276879726467012,0.0196166421061331,0.896849286466753,0.9513601961007292,0.9069306930693072,0.0071549450127652,0.900990099009901,0.9174917491749176,0.5745054945054945,0.0178298372993944,0.5445054945054946,0.5908424908424909,0.1599999999999999,0.036514837167011,0.1,0.2,0.989010989010989,0.0077704041888631,0.9816849816849816,1.0,106.0,81.42481194328913,30.0,220.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8760975609756099,0.023797679839318,0.848780487804878,0.902439024390244,0.8726432670094642,0.023840612324446,0.8473060585736641,0.898353081451673,0.8761066148208307,0.0250312858591643,0.8490936545825054,0.9029536205671468,0.9003300330033003,0.0014759524603959,0.8976897689768977,0.900990099009901,0.4996336996336996,0.0008190725192306,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",0.9857142857142858,0.0198914170302224,0.9591836734693876,1.0,0.9873873873873874,0.0175617916122684,0.963963963963964,1.0,0.9859758058309918,0.0196003376557795,0.9593893893893894,1.0,0.9268292682926828,0.0146341463414633,0.9121951219512195,0.951219512195122,0.9252850435949028,0.0148373564477473,0.910723600864446,0.9500707951412176,0.9266827012476389,0.0146780018175635,0.912231225043365,0.9511991499696418,0.8996699669966997,0.0029519049207917,0.8943894389438944,0.900990099009901,0.5052014652014651,0.0116308297730758,0.5,0.526007326007326,0.0133333333333333,0.0298142396999971,0.0,0.0666666666666666,0.9970695970695972,0.0065525801538455,0.9853479853479854,1.0,106.0,127.59310326189264,30.0,330.0,S7
two-layer,S1_train_I_test_all,MLP Source-only,Train Period I only; no validation; test every current later-day sample.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7794871794871794,0.0164631538858932,0.7582417582417582,0.7948717948717948,0.7823559670781892,0.0161910938752367,0.7605452674897119,0.7962962962962963,0.781739788691963,0.0136266523502788,0.7636554764929362,0.7968166582786399,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S1
two-layer,S1_train_I_test_all,DANN-UDA,Train Period I only; no validation; test every current later-day sample.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.693040293040293,0.0215775479487518,0.6703296703296703,0.7252747252747253,0.6988683127572016,0.020768256524621,0.6759259259259259,0.7292952674897119,0.7006574312306842,0.0210373761299081,0.6774522254475084,0.7328643748287663,0.9029702970297032,0.0018076652062876,0.900990099009901,0.9042904290429042,0.51,0.0091287092917527,0.5,0.5166666666666667,0.02,0.0182574185835055,0.0,0.0333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S1
two-layer,S1_train_I_test_all,DEEP-CORAL-UDA,Train Period I only; no validation; test every current later-day sample.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8578754578754578,0.0122587549675322,0.8388278388278388,0.8717948717948718,0.8562757201646092,0.0139324614678321,0.8350051440329218,0.8733281893004116,0.859157965335149,0.0121882377398282,0.8402402302271951,0.8729814918641198,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S1
two-layer,S1_train_I_test_all,MK-MMD-UDA,Train Period I only; no validation; test every current later-day sample.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8476190476190476,0.028444349682516,0.8168498168498168,0.8754578754578755,0.8455246913580247,0.0263646428876208,0.8161008230452675,0.871656378600823,0.851069095065087,0.0258783347845733,0.8227803010063229,0.8770611505471754,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S1
two-layer,S2_train_I_internal_val_test_all,MLP Source-only,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,source-only,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.8866666666666667,0.0930949336251262,0.8,1.0,0.9055555555555556,0.0775791113542718,0.8333333333333334,1.0,0.8839027542505804,0.0973366943553539,0.7936507936507936,1.0,0.7003663003663003,0.0320800498839726,0.6593406593406593,0.7435897435897436,0.7097993827160494,0.0287408598122613,0.6725823045267489,0.7485853909465021,0.699458989623585,0.0380833886879571,0.6529964916058755,0.7491410665323709,,,,,,,,,,,,,,,,,42.0,60.58052492344384,10.0,150.0,S2
two-layer,S2_train_I_internal_val_test_all,DANN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",0.92,0.1095445115010332,0.8,1.0,0.9333333333333332,0.0912870929175276,0.8333333333333334,1.0,0.917494270435447,0.1129756230148165,0.7937356760886173,1.0,0.6959706959706959,0.0153234437094153,0.6776556776556777,0.7106227106227107,0.7022890946502056,0.0158314873568604,0.6844135802469135,0.7224794238683128,0.702694789933651,0.0162846782894769,0.6796301131127311,0.7190543040941364,0.9167785234899328,0.0028075839816579,0.912751677852349,0.9194630872483222,0.5221684981684982,0.0289889934006635,0.5,0.5708424908424908,0.048,0.0657267069006199,0.0,0.16,0.9963369963369964,0.0081907251923069,0.9816849816849816,1.0,150.0,158.74507866387543,10.0,390.0,S2
two-layer,S2_train_I_internal_val_test_all,DEEP-CORAL-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,deep-coral,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.96,0.0894427190999915,0.8,1.0,0.9666666666666668,0.0745355992499929,0.8333333333333334,1.0,0.960052700922266,0.0893248762553275,0.8002635046113307,1.0,0.8146520146520146,0.0757188133845985,0.6886446886446886,0.8791208791208791,0.8162037037037037,0.0710230223852636,0.6984310699588477,0.878343621399177,0.8167981006394509,0.0733007869358052,0.6953883733879865,0.8798730224369598,,,,,,,,,,,,,,,,,74.0,43.93176527297759,10.0,130.0,S2
two-layer,S2_train_I_internal_val_test_all,MK-MMD-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,mk-mmd,uda,source train + source validation labels,source validation labels,source train+source validation refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8124542124542125,0.0345955134157292,0.7619047619047619,0.8461538461538461,0.8111625514403291,0.0318895814903169,0.7646604938271605,0.8425925925925926,0.8174344349396249,0.0329455453285635,0.7678571428571428,0.8482516317745611,,,,,,,,,,,,,,,,,138.0,87.00574693662483,40.0,250.0,S2
two-layer,S3_train_I_internal_20_10_test_all,MLP Source-only,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,source-only,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.9266666666666667,0.0894427190999915,0.8,1.0,0.9388888888888888,0.0745355992499929,0.8333333333333334,1.0,0.9219751263229524,0.0924181338041195,0.7954545454545454,1.0,0.7047619047619047,0.0223713281825677,0.6776556776556777,0.7252747252747253,0.7122942386831275,0.0199398468696133,0.686085390946502,0.7318672839506172,0.7050383427861968,0.0270141965770735,0.6743037325481134,0.7301994301994301,,,,,,,,,,,,,,,,,18.0,4.47213595499958,10.0,20.0,S3
two-layer,S3_train_I_internal_20_10_test_all,DANN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",0.9666666666666668,0.0333333333333333,0.9333333333333332,1.0,0.972222222222222,0.0277777777777777,0.9444444444444444,1.0,0.9628065171543432,0.0366666545196037,0.9220779220779222,1.0,0.7223443223443224,0.0220389874820385,0.6996336996336996,0.7509157509157509,0.7281893004115226,0.0200702999521266,0.710133744855967,0.7536008230452674,0.7250515108086256,0.025792999681713,0.6916555043608966,0.7562889151607273,0.9317406143344712,1.2412670766236366e-16,0.931740614334471,0.931740614334471,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,118.0,156.90761613127643,20.0,380.0,S3
two-layer,S3_train_I_internal_20_10_test_all,DEEP-CORAL-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,deep-coral,uda,source train + source validation labels,source validation labels,source train+source validation refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.94,0.0829993306532582,0.8,1.0,0.95,0.0691661088777151,0.8333333333333334,1.0,0.9354797376536508,0.0847158370299216,0.7954545454545454,1.0,0.7597069597069597,0.0524845922625116,0.6923076923076923,0.8205128205128205,0.7634773662551441,0.0474743833680676,0.7038323045267489,0.8182870370370371,0.7615031742815492,0.0553264630672601,0.6866096993727212,0.8249010757930556,,,,,,,,,,,,,,,,,36.0,41.593268686170845,10.0,110.0,S3
two-layer,S3_train_I_internal_20_10_test_all,MK-MMD-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,mk-mmd,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.01,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.9666666666666666,0.0408248290463863,0.9,1.0,0.972222222222222,0.0340206908719886,0.9166666666666666,1.0,0.9641155366372758,0.0457449879532131,0.8885375494071147,1.0,0.7260073260073261,0.0351724655946016,0.6886446886446886,0.7838827838827839,0.7316615226337448,0.0338554459336848,0.6965020576131687,0.7874228395061729,0.7292360477667712,0.0365345190993392,0.6886793411646092,0.7887953251759221,,,,,,,,,,,,,,,,,54.0,76.02631123499285,20.0,190.0,S3
two-layer,S4_train_I_val_D1_2,MLP Source-only,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7714285714285716,0.0170746944190627,0.7510204081632653,0.7877551020408163,0.7745247955824573,0.017027534542627,0.7539025167250717,0.7929276839757885,0.7724072135937623,0.0139428023365522,0.7544522396114409,0.7849062952313822,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S4
two-layer,S4_train_I_val_D1_2,MLP Source+Target,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8620408163265306,0.0224304190433209,0.8326530612244898,0.8938775510204081,0.864988849952214,0.0227944220187584,0.834182860783689,0.8971540830413082,0.8610711495653961,0.0224192868054845,0.8327945540099128,0.8934398934398935,,,,,,,,,,,,,,,,,224.0,122.5969004502153,100.0,380.0,S4
two-layer,S4_train_I_val_D1_2,DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7004081632653061,0.0226521419192026,0.6775510204081633,0.7346938775510204,0.7059785494318784,0.0218557215511233,0.6827545927577785,0.7383986407560794,0.708871853714703,0.0221984524915225,0.6853628490484657,0.7432280558507954,0.9029702970297032,0.0018076652062876,0.900990099009901,0.9042904290429042,0.51,0.0091287092917527,0.5,0.5166666666666667,0.02,0.0182574185835055,0.0,0.0333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S4
two-layer,S4_train_I_val_D1_2,DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8546938775510204,0.0089424091021251,0.8408163265306122,0.8653061224489796,0.857736009344802,0.0084890168893333,0.8460762450886694,0.8693320590421578,0.8531339502329542,0.0103612378927741,0.8361543491248123,0.8640213875113204,0.9009900990099008,0.0023336857464902,0.8976897689768977,0.9042904290429042,0.5207692307692308,0.0240239708635411,0.5,0.5575091575091575,0.0466666666666666,0.0557773351022717,0.0,0.1333333333333333,0.9948717948717948,0.0080252389378046,0.9816849816849816,1.0,230.0,144.39529078193652,50.0,390.0,S4
two-layer,S4_train_I_val_D1_2,DEEP-CORAL-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8514285714285714,0.0102448166514376,0.8367346938775511,0.8612244897959184,0.8503557396198366,0.0113268072899774,0.8339173834554529,0.8626951258362535,0.8529257965644426,0.010114407739477,0.8385519918048162,0.862726645335341,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S4
two-layer,S4_train_I_val_D1_2,DEEP-CORAL-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8889795918367346,0.0151075555292422,0.8734693877551021,0.9102040816326532,0.8896039078262715,0.0140830855877872,0.8763937559732399,0.9098969947966444,0.8906080032390566,0.0160824591661276,0.8708947042280376,0.9121891440765704,,,,,,,,,,,,,,,,,192.0,81.05553651663777,120.0,310.0,S4
two-layer,S4_train_I_val_D1_2,MK-MMD-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8424489795918367,0.029938156442273,0.8040816326530612,0.8693877551020408,0.8407242221514281,0.0281110632217883,0.8049803546777105,0.8663056175002654,0.8466531157715378,0.0275107845130901,0.8104038934009358,0.8716664382515056,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S4
two-layer,S4_train_I_val_D1_2,MK-MMD-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8955102040816326,0.0219043393714264,0.8734693877551021,0.9224489795918368,0.8963576510565998,0.0210441987558876,0.8743230328129977,0.9229053838802166,0.8960287669131886,0.0217747253874314,0.8747066556905724,0.9220173018180844,,,,,,,,,,,,,,,,,232.0,134.7961423780369,70.0,400.0,S4
